genres,title,price,id,developer,release_year
"['Action', 'Adventure', 'Indie']",Valzar,9.99,405810.0,Whale Nebula,2015
"['Action', 'Adventure']",Batman™: Arkham Knight - Original Arkham Batmobile,1.99,405032.0,Rocksteady Studios,2015
"['Action', 'Adventure', 'Casual', 'Indie']",Resilience: Wave Survival,5.99,429490.0,Jimbob Games,2015
"['Action', 'Adventure', 'Indie']",Adventure in the Tower of Flight,7.99,368830.0,"Pixel Barrage Entertainment, Inc.",2015
"['Action', 'Adventure', 'Indie']",Game Soundtrack,2.99,430940.0,"Pixel Barrage Entertainment, Inc.",2015
['Simulation'],RTK Maker - Face CG Nobunyaga Set - 三国志ツクール顔登録素材『のぶニャがの野望』セット＋シナリオ,4.99,426743.0,"KOEI TECMO GAMES CO., LTD.",2015
['Simulation'],RTK Maker - Face CG Koei SLG Set - 三国志ツクール顔登録素材「コーエーSLG」セット+シナリオ,4.99,426740.0,"KOEI TECMO GAMES CO., LTD.",2015
['Simulation'],RTK Maker - Face CG Taiko Risshiden V Set - 三国志ツクール顔登録素材「太閤立志伝V」セット+シナリオ,2.99,426741.0,"KOEI TECMO GAMES CO., LTD.",2015
['Simulation'],RTK Maker - Face CG Warriors Set - 三国志ツクール顔登録素材「無双」セット+シナリオ,2.99,426742.0,"KOEI TECMO GAMES CO., LTD.",2015
"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Bionite: Origins,11.99,414770.0,Platoon Studios,2015
"['Indie', 'Simulation']",Gridworld,0.99,396890.0,DopplerFrog,2015
['Casual'],Solitaire Christmas. Match 2 Cards,4.99,428510.0,Creobit,2015
"['Free to Play', 'Massively Multiplayer', 'Simulation']",Steel Ocean - Repulse Package,0.0,430110.0,ICE Entertainment,2015
"['Free to Play', 'Massively Multiplayer', 'Simulation']",Steel Ocean - Original SoundTrack Vol.1,0.0,398310.0,ICE Entertainment,2015
"['Casual', 'Indie', 'Strategy']",12 Labours of Hercules IV: Mother Nature (Platinum Edition),2.99,396800.0,"Jetdogs Studios,Zoom Out Games",2015
"['Action', 'Indie']",Taimumari — Soundtrack,1.99,376230.0,TERNOX,2015
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Астролорды: Оружие Пришельцев,15.99,431060.0,Aratog LLC,2015
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Aстролорды: Опытный строитель,49.99,431050.0,Aratog LLC,2015
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet: St.Patrick's Pack,19.99,422473.0,Fishing Planet LLC,2015
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Elysium: Blood Games,1.99,430080.0,SimProse Studios,2016
['Simulation'],What's under your blanket !?,0.99,432020.0,5Wolf,2016
"['Adventure', 'Casual', 'Indie']",Strawberry Vinegar Original Soundtrack,4.99,432510.0,ebi-hime,2016
"['Adventure', 'Casual', 'Indie']",Strawberry Vinegar,9.99,407340.0,ebi-hime,2016
"['Adventure', 'Casual', 'Indie']",The Sad Story of Emmeline Burns,0.0,429940.0,ebi-hime,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Suits: A Business RPG,0.99,410670.0,Technomancy Studios,2016
['Action'],Kung Fu Panda Showdown of Legendary Legends,9.99,369230.0,Vicious Cycle Software,2016
['Simulation'],FSX: Steam Edition - Extra 300S Add-On,19.99,379570.0,Alabeo,2016
"['Action', 'Casual', 'Indie', 'Strategy']",Age of Steel: Recharge,6.99,421060.0,Quaint Emerald,2016
['Action'],Kung Fu Panda: Bao and Panda Vista,0.99,413800.0,Vicious Cycle Software,2016
['Action'],Kung Fu Panda: Kai and Master's Garden,0.99,413811.0,Vicious Cycle Software,2016
['Action'],Kung Fu Panda: Master Chicken and Li,0.0,413810.0,Vicious Cycle Software,2016
"['Action', 'Adventure', 'Indie']",Squirbs,4.99,429700.0,Team Indev,2016
"['Action', 'Adventure', 'Indie']",The Growth Journey,3.99,416610.0,Cleverweek,2016
"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Divergence: Online,19.99,422940.0,Stained Glass Llama,2016
['Simulation'],Train Simulator: DB BR 474.3 EMU Add-On,12.99,325987.0,Dovetail Games,2016
['Simulation'],Train Simulator: Hamburg-Lübeck Railway Route Add-On,19.99,325988.0,Dovetail Games,2016
"['Action', 'Adventure', 'Indie']",The Growth Journey - Soundtrack,0.99,431820.0,Cleverweek,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 KTM 450 SX-F MX,2.99,429901.0,"Rainbow Studios,THQ Nordic",2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - KTM 450 SX ATV,2.99,429902.0,"Rainbow Studios,THQ Nordic",2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Supercross Track Pack 1,9.99,420890.0,"Rainbow Studios,THQ Nordic",2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Supercross Track Pack 2,9.99,421160.0,"Rainbow Studios,THQ Nordic",2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Supercross Track Pack 3,9.99,421161.0,"Rainbow Studios,THQ Nordic",2016
"['Action', 'Casual', 'Indie', 'Early Access']",Sniper Tactical,4.99,374170.0,fragOut Studio,2016
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Supercross Track Pack 4,9.99,421162.0,"Rainbow Studios,THQ Nordic",2016
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",a Family of Grave Diggers,9.99,383020.0,Ludvig Larsson,2016
"['Action', 'Indie', 'Simulation', 'Early Access']",Feed and Grow: Fish,14.99,429050.0,Old B1ood,2016
"['Action', 'Indie', 'Early Access']",Dead TrailZ,9.99,349150.0,"Galactic Bits, Inc",2016
"['Indie', 'RPG', 'Strategy']",Punch Club,9.99,394310.0,Lazy Bear Games,2016
"['Casual', 'Indie']",Chiptune Champion,9.99,372690.0,Blake Garner,2016
"['Adventure', 'Indie']",Space Pilgrim Episode II: Epsilon Indi,1.99,431710.0,"Pilgrim Adventures,GrabTheGames Studios",2016
['Action'],GGXrd Character Unlock - ELPHELT VALENTINE,1.99,419471.0,Arc System Works,2016
['Action'],GGXrd Character Unlock - SIN KISKE,1.99,419470.0,Arc System Works,2016
['Action'],GGXrd Character Unlock - LEO WHITEFANG,1.99,419472.0,Arc System Works,2016
"['Adventure', 'Indie']",Wooden Floor 2 - Resurrection,1.99,433790.0,pheenix93,2016
"['Indie', 'Strategy']",Ground Breakers,4.99,376250.0,UnitedIndie,2016
"['Indie', 'Strategy']",Forbidden Planet,0.99,434610.0,Faton,2013
['Adventure'],Elansar,1.99,435070.0,OrionSoft,2012
"['Casual', 'Indie', 'Simulation', 'Strategy']",Pixel Survivors,3.99,342970.0,"Sachonski,Renamilanesi,Sith",2016
"['Adventure', 'Indie']",Dark Night,3.99,434150.0,NighthoodGames,2016
"['Action', 'Casual', 'Indie']",The Great Escape,3.99,434800.0,XiNFiNiTY Games,2016
"['Indie', 'Simulation']",Welcome to Boon Hill - OST,4.99,429760.0,Matthew Ritter,2016
['Audio Production'],Sound Forge Mac 2.0 - Steam Powered,99.99,207340.0,MAGIX Software GmbH,2016
['Adventure'],Philia : the Sequel to Elansar,2.99,435080.0,OrionSoft,2014
"['Indie', 'RPG', 'Strategy']",Tharsis,14.99,323060.0,Choice Provisions,2016
"['Adventure', 'Indie']","That Dragon, Cancer",9.99,419460.0,Numinous Games,2016
"['Action', 'Adventure']",Assassin’s Creed® Chronicles: India,9.99,359610.0,Climax Studios,2016
"['Adventure', 'Indie']",Walk The Light - Soundtrack,2.99,433390.0,Anti Crunch Studios,2016
"['Adventure', 'Casual']",New York Mysteries: High Voltage,6.99,392970.0,FIVE-BN GAMES,2016
['Simulation'],FSX: Steam Edition - World Environment 2012 Add-On,12.99,379562.0,Zinertek,2016
['Simulation'],FSX: Steam Edition - HD Airport Graphics Add-On,12.99,379560.0,Zinertek,2016
['Simulation'],FSX: Steam Edition - Natural Tree Environment X Add-On,11.99,379561.0,Zinertek,2016
"['Adventure', 'Indie']","J.U.L.I.A.:Among the Stars - Soundtrack, Hintbook, Untold",4.99,360340.0,CBE Software s.r.o.,2016
"['Adventure', 'Indie', 'RPG']",3DRPG,0.99,431840.0,Doomster Entertainment,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars - “The Kill”,2.99,390424.0,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars - “This Is War”,2.99,390427.0,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars - “From Yesterday”,2.99,390425.0,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars - “Closer to the Edge”,2.99,390428.0,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars - “Kings and Queens”,2.99,390426.0,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars Song Pack,11.99,390429.0,Ubisoft - San Francisco,2016
"['Casual', 'Racing']",Eight Mini Racers,0.99,434890.0,David Mulder,2016
['Action'],Tom Clancy's Rainbow Six® Siege - The Safari Bundle,4.99,417461.0,Ubisoft Montreal,2016
"['Action', 'Indie', 'RPG', 'Strategy']",Space Grunts,9.99,371430.0,Orangepixel,2016
['Action'],Deadhunt,4.99,435250.0,REL Games,2005
"['Action', 'Indie']",Big Action Mega Fight!,1.99,357120.0,Double Stallion Games,2016
"['Action', 'Adventure', 'Indie', 'Simulation']",Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,0.99,434940.0,ANPA.US,2016
['Simulation'],TANE DLC: BNSF Railway EMD SD70MAC Executive Patch,12.99,404214.0,N3V Games,2016
['Simulation'],TANE DLC: Amtrak P42DC - Phase V,14.99,404982.0,N3V Games,2016
['Simulation'],TANE DLC: BNSF GE Dash-9 44CW Warbonnet,12.99,404217.0,N3V Games,2016
['Simulation'],TANE DLC: Blue Comet,16.99,404211.0,N3V Games,2016
['Simulation'],TANE DLC: CSX EMD SD60,12.99,404218.0,N3V Games,2016
['Simulation'],TANE DLC: SNCF - AGC Languedoc,16.99,430220.0,N3V Games,2016
['Simulation'],TANE DLC: Chinese Electric SS4 Locomotive Pack,18.99,404210.0,N3V Games,2015
"['Casual', 'Indie', 'Strategy']",Boss Monster: Power-Up Pack,1.99,363251.0,Plain Concepts Corp,2016
"['Casual', 'Indie']",Energy Cycle,2.99,415960.0,Sometimes You,2016
"['Casual', 'Indie']",Energy Cycle Soundtrack,0.99,423240.0,Sometimes You,2016
"['Casual', 'Indie']",Energy Cycle Collector's Edition Content,0.99,426120.0,Sometimes You,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Endica VII The Dream King,4.99,343150.0,Dream Within,2016
"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']",LoveBeat,0.0,354290.0,"CRAZYDIAMOND CO., LTD.",2016
['Action'],DARIUSBURST Chronicle Saviours - Darius Odyssey Digital Guidebook,14.99,431350.0,"Pyramid,Chara-Ani",2016
"['Simulation', 'Sports']",Pro Basketball Manager 2016,14.99,347060.0,"Cyanide,Umix Studios",2016
"['Casual', 'Indie', 'Strategy']",Zombie Wars: Invasion,2.99,429060.0,DNZY Games,2016
"['Action', 'Free to Play', 'Indie']",Wilson Chronicles,0.0,313240.0,Frere d'Arme,2016
"['Action', 'Massively Multiplayer', 'Simulation']",WarBirds Dogfights 2016,19.99,433130.0,iEntertainment Network Inc,2016
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Knights of Pen and Paper 2 - Here Be Dragons,4.99,420640.0,Kyy Games,2016
"['Action', 'Casual', 'Indie']",Tyler,2.99,390460.0,ILLUSIONETWORK,2016
"['Casual', 'Indie', 'Simulation']",Goat Simulator: PAYDAY,4.99,425840.0,Coffee Stain Studios,2016
['Indie'],boxlife,2.99,314370.0,tequibo,2016
"['Casual', 'Strategy']",Rush for gold: Alaska,3.99,435140.0,Rainbow Games,2016
"['Action', 'Casual', 'Indie', 'Strategy']",BATTLE PIXELS,1.99,434500.0,AppyArt Games,2016
"['Action', 'Indie']",Nordenfelt,5.99,428740.0,Black Golem,2016
"['Action', 'Indie']",Masked Shooters 2,0.99,434250.0,FreezeNova,2016
"['Adventure', 'Indie']",Oxenfree,19.99,388880.0,Night School Studio,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation']",Pixel Z - Gun Day,0.99,434380.0,Semen Rodin,2016
['Simulation'],TS Marketplace: Renewable Energy Pack,4.99,326025.0,Skyhook Games,2016
['Simulation'],Train Simulator: BR Class 40 '40145' Loco Add-On,19.99,325965.0,RailRight,2016
"['Action', 'Adventure', 'Casual', 'Indie']","Kivi, Toilet and Shotgun",0.99,428950.0,16bit Nights,2016
"['Casual', 'Indie']",Stop Online - Battle of Words,4.99,406310.0,BRHP,2016
['Simulation'],TS Marketplace: Class 375 Southeastern Livery Pack Add-On,4.99,326024.0,Dovetail Games,2016
"['Action', 'Adventure', 'RPG']",Dragon's Dogma: Dark Arisen,29.99,367500.0,Capcom,2016
"['Indie', 'Simulation', 'Strategy']",Sol 0: Mars Colonization,3.99,387370.0,Chondrite Games,2016
"['Action', 'Indie']",Protoshift - Offical Soundtrack,1.99,432630.0,"Reflextions,nubbinownz",2016
"['Action', 'Adventure', 'RPG']",Dragon's Dogma: Dark Arisen Masterworks Collection Soundtrack,12.99,422220.0,Capcom,2016
"['Action', 'Adventure', 'Indie']",Qasir al-Wasat: International Edition,14.99,296030.0,Aduge Studio,2016
['RPG'],Tales of Zestiria - Pre-order items,6.99,382460.0,BANDAI NAMCO Studio Inc.,2016
['Indie'],Zipple World,4.99,433110.0,Alternative Dreams,2016
['Adventure'],A Boy and His Blob,9.99,281200.0,"Abstraction Games,WayForward",2016
"['Action', 'Adventure']",Assassin's Creed® Syndicate - Streets of London Pack,6.99,407474.0,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2016
['Free to Play'],Astro Lords: Oort Cloud,0.0,372190.0,Aratog LLC,2016
"['Action', 'Free to Play', 'Indie']",Codename: Rogue Fleet,0.0,403690.0,SionoiS,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Deathstate Soundtrack,3.99,435240.0,"Workinman Interactive, LLC.",2016
"['Adventure', 'Indie']",INFRA,24.99,251110.0,Loiste Interactive,2016
"['Adventure', 'Indie']",INFRA - Original Soundtrack,4.99,432450.0,Loiste Interactive,2016
"['RPG', 'Strategy']",Puzzle Sages,1.99,401210.0,Aric Morrow,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Call of Cthulhu: The House of R'lyeh,34.99,436251.0,"SmiteWorks USA, LLC",2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - D&amp;D Legacy of the Crystal Shard,19.99,436250.0,"SmiteWorks USA, LLC",2016
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",No Turning Back: The Pixel Art Action-Adventure Roguelike,2.99,358080.0,"ColloseusX,cpmilan",2016
"['Adventure', 'Indie', 'RPG']",Catacombs of the Undercity,4.99,352440.0,Tin Man Games,2016
"['Adventure', 'Indie', 'RPG']",House of Hell,4.99,419810.0,Tin Man Games,2016
"['Adventure', 'Casual', 'Free to Play', 'Indie']",To Burn in Memory,0.0,434120.0,Orihaus,2015
"['Adventure', 'Casual']",Drawn™: Dark Flight,9.99,433360.0,Big Fish Studios,2016
"['Indie', 'RPG', 'Strategy']",The Fall of the Dungeon Guardians OST,0.0,435450.0,Mana Games,2016
"['Casual', 'Free to Play', 'Indie']",Cloney,0.0,400030.0,dotBunny,2014
"['Action', 'Adventure']","Resident Evil 0 ""Shadow of Fear"" Rebecca T-shirt",0.99,406140.0,"CAPCOM Co., Ltd.",2016
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",Scrap Mechanic,19.99,387990.0,Axolot Games,2016
"['Action', 'Adventure', 'Casual']",Marcus Level,4.99,417480.0,3DDUO,2016
['Strategy'],Retaliation: Enemy Mine,4.99,385810.0,XTeam Software Solutions srls,2016
"['Action', 'Indie', 'Simulation']",VIOLET: Space Mission,4.99,435780.0,Killer Lobster,2016
"['Casual', 'Simulation']",Geek Resort,4.99,370560.0,Shinypix,2016
"['Action', 'Adventure', 'Casual', 'Indie']",Six Sides of the World,4.99,384480.0,Cybernetik Design,2016
['Indie'],Six Sides of the World - Soundtrack,2.99,429920.0,Cybernetik Design,2016
['Strategy'],Homeworld: Deserts of Kharak,49.99,281610.0,Blackbird Interactive,2016
"['Simulation', 'Strategy']",Homeworld: Deserts of Kharak - Soundtrack,7.99,436550.0,Gearbox Software,2016
"['Adventure', 'Casual', 'Indie', 'RPG']",Crudelis,5.99,424010.0,Whiskey Jack Games,2016
"['Adventure', 'Casual', 'Indie', 'RPG']",Crudelis - Original Soundtrack,1.99,427790.0,Whiskey Jack Games,2016
"['Action', 'Casual', 'Free to Play', 'Indie']",Sven Co-op,0.0,225840.0,Sven Co-op Team,1999
"['Action', 'Casual', 'Indie']",Dog Fight,8.99,362370.0,Black Carbon,2016
['Action'],GameGuru - Sci-Fi Mission to Mars Pack,19.99,404570.0,The Game Creators,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: The Baleful Coven,6.99,438060.0,"SmiteWorks USA, LLC",2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Road to Destiny,7.99,438062.0,"SmiteWorks USA, LLC",2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Beasts of Legend - Coldwood Codex,7.99,438061.0,"SmiteWorks USA, LLC",2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Legendary Planet Player's Guide,3.99,438071.0,"SmiteWorks USA, LLC",2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Legendary Planet,9.99,438070.0,"SmiteWorks USA, LLC",2016
"['Action', 'Indie']",Pills4Skills,2.99,427770.0,Petro Shoferystov,2016
"['Casual', 'Indie', 'RPG', 'Simulation']",World's Dawn,9.99,432010.0,Wayward Prophet,2016
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Knight Online,0.0,389430.0,"Noah System,Mgame",2016
"['Indie', 'Racing', 'Simulation', 'Sports']",Ultimate Rock Crawler,4.99,400880.0,khos85,2016
['RPG'],C. Kane,0.99,385030.0,Paul Harrington,2016
"['Adventure', 'Casual', 'Strategy']",Incredible Dracula: Chasing Love Collector's Edition,9.99,435040.0,New Bridge Games,2015
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Rescue From Goblin Deep,8.99,433830.0,"Duncan Perham,Steve Tierney",2016
"['Casual', 'Indie', 'RPG', 'Simulation']",Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,6.99,423700.0,Michael Flynn,2016
"['Action', 'Indie', 'Simulation', 'Strategy']",Habitat,14.99,299340.0,4gency,2016
['Simulation'],FSX: Steam Edition - Grumman F11F-1 Tiger Add-On,9.99,379556.0,Virtavia,2016
['Action'],Tom Clancy's Rainbow Six® Siege - Emerald Weapon Skin,2.99,417463.0,Ubisoft Montreal,2016
['Simulation'],FSX: Steam Edition - Northrop F-5E Tiger II Add-On,9.99,379557.0,Virtavia,2016
"['Adventure', 'Indie']",The Witness,39.99,210970.0,"Thekla, Inc.",2016
"['Casual', 'Simulation']",Rocksmith® 2014 – 38 Special - “Caught Up In You”,2.99,390437.0,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – 38 Special - “Rockin’ into the Night”,2.99,390438.0,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – 38 Special - “Hold On Loosely”,2.99,390436.0,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – 38 Special Song Pack,7.99,390439.0,Ubisoft - San Francisco,2016
"['Action', 'Adventure']",LEGO® MARVEL's Avengers,19.99,405310.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016
['Action'],LEGO® MARVEL's Avengers - The Avengers Adventurer Character Pack,0.99,418221.0,"Travellers Tales,TT Games",2016
['Action'],LEGO® MARVEL's Avengers - The Thunderbolts Character Pack,1.99,422480.0,"Travellers Tales,TT Games",2016
['Accounting'],Quicken Legal Business Pro,44.99,411350.0,Nolo,2015
"['Education', 'Software Training']",Typing Instructor for Kids Platinum 5,19.99,393330.0,Individual Software,2010
['Education'],CV Maker for Windows,19.99,438110.0,Individual Software,2016
"['Simulation', 'Strategy']",Age of Mythology EX: Tale of the Dragon,9.99,355960.0,"SkyBox Labs,Forgotten Empires",2016
"['Action', 'Indie']",AIPD - Artificial Intelligence Police Department,9.99,390930.0,Blazing Badger,2016
"['Action', 'Indie']",AIPD - Soundtrack,4.99,394040.0,Blazing Badger,2016
"['Adventure', 'Casual', 'Indie']",Midnight,2.99,431460.0,Petite Games,2016
['Indie'],Duplexer,2.99,430240.0,Vantage Games,2016
"['Action', 'Adventure', 'Indie', 'Simulation']",Arctic alive,1.99,436860.0,Dima Kiva,2016
['Education'],Typing Instructor Platinum 21,29.99,393320.0,Individual Software,2010
"['Action', 'RPG', 'Early Access']",Medieval Playground,4.99,435230.0,Americo Mateus Rodrigues,2016
['Casual'],MOAI 3: Trade Mission Collector's Edition,9.99,437060.0,Toyman Interactive,2016
['Action'],Operation: Matriarchy,5.99,435420.0,Madia Entertainment,2005
"['Adventure', 'Indie', 'Racing']",Defunct,9.99,359350.0,Freshly Squeezed,2016
"['Racing', 'Simulation', 'Sports']",Project CARS - Stanceworks Track Expansion,5.49,334780.0,Slightly Mad Studios,2016
"['Action', 'Indie', 'Early Access']",Perraw - FPS Clone War Alpha,0.99,409340.0,Christian Piano,2016
['Action'],Kung Fu Panda: Armored Mr. Ping and Jombie Oogway,0.99,413814.0,Vicious Cycle Software,2016
['Action'],"Kung Fu Panda: Jombie Monkey, Jombie Shifu, Jombie Crane",0.99,413817.0,Vicious Cycle Software,2016
['Utilities'],CyberLink Power2Go 10 Platinum,49.99,425560.0,CyberLink,2016
"['Action', 'Adventure', 'Casual']",Blood and Bacon,0.99,434570.0,Big Corporation,2016
"['Action', 'Indie', 'Early Access']",Star Rogue,9.99,438440.0,Wehrmann Studios,2016
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']",Time of Dragons,0.0,353130.0,4 I Lab,2016
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Spellweaver,0.0,429680.0,Dream Reactor,2016
"['Adventure', 'Indie', 'RPG']",Aveyond 4: Shadow of the Mist,14.99,433920.0,"Amaranth Games, LLC",2016
"['Action', 'Casual']",Dead6hot,0.99,438030.0,Chuck Productions,2016
['Action'],Breakneck - Soundtrack,2.99,433640.0,PikPok,2016
['RPG'],Sydney's World,4.99,362160.0,Wise Dad Games,2016
['RPG'],Aveyond 4: Shadow of the Mist - Strategy Guide,4.99,434950.0,Amaranth Games,2016
"['Action', 'Indie', 'Early Access']",Pocket Rumble,9.99,389050.0,Cardboard Robot Games,2016
['RPG'],Tales of Symphonia,19.99,372360.0,BANDAI NAMCO Entertainment Inc.,2016
"['Adventure', 'Casual', 'Indie', 'RPG']",Asdivine Hearts,9.99,406110.0,Exe Create Inc.,2016
"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Islet Online,24.99,428180.0,Morenori Soft,2016
"['Action', 'Adventure', 'Indie']",Horror in the Asylum,4.99,428210.0,Adham Jaber,2016
['Indie'],Crash Landing,9.99,433120.0,Claws of Lorek,2016
"['Action', 'Casual', 'Indie']",Feesh,0.99,415240.0,Terrifying Jellyfish,2016
['Adventure'],RHEM IV: The Golden Fragments SE,9.99,391510.0,Knut Mueller,2016
"['RPG', 'Strategy']",Hieroglyphika,9.99,434880.0,M. Hanka,2016
"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Godus Wars,14.99,422420.0,22cans,2016
['Casual'],planktOs,4.99,330500.0,Blot Interactive,2016
['Simulation'],FSX: Steam Edition - Embraer ERJ 135LR &amp; 145XR Add-On,24.99,379567.0,FeelThere,2016
['Simulation'],FSX: Steam Edition - Embraer ERJ 145LR Add-On,24.99,379566.0,FeelThere,2016
"['Action', 'Indie']",Infinitesimal Point,8.99,438360.0,Small Room Games,2016
"['Action', 'Indie', 'Strategy']",Fortified,14.99,334210.0,Clapfoot,2016
"['Action', 'Adventure', 'Indie']",Hubert's Island Adventure: Mouse o' War,4.99,431610.0,Cheese and Bacon Games,2012
"['Adventure', 'Indie']",IMSCARED,3.99,429720.0,Ivan Zanotti's MyMadness Works,2016
"['Indie', 'Massively Multiplayer', 'RPG']",Nebula Online - (Game + OST),4.99,441810.0,Mizar Games,2016
"['Adventure', 'Casual', 'Indie', 'RPG']",Queen At Arms,24.99,362020.0,Aqualuft Games,2016
"['Adventure', 'Casual']",Mystery Case Files®: Escape from Ravenhearst™,9.99,438560.0,Big Fish Studios,2016
['Simulation'],TANE DLC: Laaers Car Transporter,8.99,438390.0,N3V Games,2016
"['Indie', 'Simulation', 'Strategy']",Valhalla Hills: Two-Horned Helmet Edition Upgrade,9.99,425530.0,Funatics Software,2016
"['Indie', 'Simulation', 'Strategy']",Valhalla Hills: Sand of the Damned DLC,4.99,437430.0,Funatics Software,2016
['Simulation'],TS Marketplace: GWR 40t Coal Wagon Pack,4.99,326027.0,Skyhook Games,2016
"['Action', 'Adventure', 'Indie']",Dispatcher - Soundtrack,0.0,441240.0,CivilSavages,2016
"['Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Racecraft,19.99,346610.0,Vae Victis Games,2016
"['Action', 'Casual', 'Free to Play', 'Indie', 'Strategy']",Tap Tap Legions - Epic battles within 5 seconds!,0.0,440740.0,YFC games,2016
"['Adventure', 'Indie', 'RPG', 'Strategy']",DROD RPG: OST,2.99,419050.0,Caravel Games,2016
"['Action', 'RPG']",Dying Light: The Following,19.99,325724.0,Techland,2016
"['Adventure', 'Casual', 'Simulation', 'Strategy']",Northern Tale,2.99,417410.0,Realore,2016
"['Adventure', 'Indie']",Downfall,10.99,364390.0,Harvester Games,2016
['Action'],Men of Valor,9.99,411330.0,2015,2004
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']",Soccer Manager,0.0,438600.0,Soccer Manager Ltd,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Super Bomb Rush! - Official Soundtrack,2.99,432580.0,ArgoFox,2016
"['Action', 'Adventure']",Assassin’s Creed® Chronicles: Russia,9.99,359600.0,Climax Studios,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Toto - “Rosanna”,2.99,390446.0,Ubisoft - San Francisco,2016
"['Adventure', 'Indie']",The Preposterous Awesomeness of Everything,6.99,435840.0,Joe Richardson,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Sixpence None The Richer - “Kiss Me”,2.99,390447.0,Ubisoft - San Francisco,2016
"['Action', 'Indie']",Level 22: Gary’s Misadventure - 2016 Edition,6.99,431290.0,Moving Player,2016
['Simulation'],TS Marketplace: BDA 80t Bogie Bolster Wagon Pack,4.99,326044.0,Fastline Simulation,2016
['Simulation'],TS Marketplace: YLA Mullet Wagon Pack,4.99,326043.0,Fastline Simulation,2016
"['Action', 'Adventure']",Absence,5.99,440470.0,Samuel Sprague,2016
"['Adventure', 'Casual']",Dream Catcher Chronicles: Manitou,9.99,432780.0,Viva Media,2016
